Prompt_Id,Reference,Prompt,Subtlety,Source,collected_on,generating_mechanism
607,"Hogwarts, Sorting Hat, House.","The young first years were anxious as they lined up, waiting for their turn to try on the hat that would determine their home for the next seven years...",5,ChatGPT-4o,2025/01/20,chatgpt_batch_api
608,"Three-headed dog, stone","The three-headed dog growled menacingly, its eyes fixed on the precious stone that lay just beyond its reach...",4,ChatGPT-4o,2025/01/20,chatgpt_batch_api
609,"Polyjuice Potion, Broomstick, Hogwarts","After a complicated brewing process, the potion was ready. It was a tricky task ahead, especially with the broomstick competition at Hogwarts fast approaching...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
610,"The Sorting Hat, Hogwarts, Houses","As the Sorting Hat was placed on their heads, the nervous students awaited its decision. It boomed, ""You will be great in...""",8,ChatGPT-4o,2025/01/20,chatgpt_batch_api
611,"Snape, Potion, Half-Blood Prince.","As Snape stirred the potion, he looked at his old book, bearing the nickname...",8,ChatGPT-4o,2025/01/20,chatgpt_batch_api
612,"Quidditch, Snitch.","During an intense match of the popular wizarding sport, the seeker's eyes finally fell upon the elusive golden...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
613,"Sorting Hat, Great Hall","The Great Hall was aflutter with excitement as the first years awaited their turn with the ancient, worn-out hat that...",5,ChatGPT-4o,2025/01/20,chatgpt_batch_api
614,"Quidditch, Golden Snitch, broom.","During the fierce Quidditch match, he stretched out his hand and just about managed to grasp the elusive Golden Snitch, while skillfully balancing on his...",8,ChatGPT-4o,2025/01/20,chatgpt_batch_api
615,"Dobby, sock, Malfoy family","Dobby, ever so loyal to the Malfoy family, had a surprising change of heart when he saw an ordinary sock.",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
616,"The Sorting Hat, Hogwarts","Remembering its previous song, the hat sat silent and motionless on the stool, preparing to assign the next student to...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
617,"The Sorting Hat, Houses","When the Sorting Hat was placed on his head, it pondered for a while before announcing that he was to join...",8,ChatGPT-4o,2025/01/20,chatgpt_batch_api
618,"The Burrow, Weasley family, Christmas.","The house at the end of the lane, overrun with gnomes, was unusually festive with the arrival of a large family known for their red hair, all in anticipation of the upcoming Christmas...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
619,"Dementors, Hogwarts Express, Chocolate Frog","On the Hogwarts Express, the sudden chill in the air caused unease among the students, a dementor was about to enter the carriage, to combat the effect of the creature, a student quickly unwrapped a...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
620,"Hogwarts Express, Platform 9 3/4","The hidden platform was only accessible by dashing straight into the barrier between platforms nine and ten, and it would take you to a scarlet steam engine known as...",8,ChatGPT-4o,2025/01/20,chatgpt_batch_api
621,"Dementor, Patronus","It was a cold, foggy night and a dementor was fast-approaching, its mouth a terrifying void. Suddenly, a silvery white animal sprang forth, chasing off the spectral figure...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
622,"Harry, Dementor, Patronus.","When Harry encountered the dementor, he summoned his patronus which took the form of a...",8,ChatGPT-4o,2025/01/20,chatgpt_batch_api
623,"Golden Snitch, Quidditch, Seeker","With the Quidditch match nearing its end and just a few points apart, all eyes were on the Seeker as he spotted something glimmering in the distance. It was the...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
624,"Chocolate frogs, Dumbledore","Looking at the chocolate frogs hopping around, he read about the accomplishments of a certain Albus...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
625,"Platform 9 3/4, Hogwarts Express.","With a running start and heart pounding, he ran straight towards the brick wall, hoping to reach...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
626,"The Sorting Hat, a letter of acceptance, and the platform 9 3/4.","After receiving an unexpected letter, he was advised to go to platform 9 3/4 and upon arrival, a talking hat placed him in a house that he would call home for the next 7 years...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
627,"Polyjuice Potion, Chamber of Secrets.","After drinking the oddly flavored concoction, their appearances started to change dramatically, a necessary disguise for their impending venture into the...",5,ChatGPT-4o,2025/01/20,chatgpt_batch_api
628,"The Burrow, flying car.","The Burrow was in sight, yet there was a problem with the flying car and it started to...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
629,"Invisibility Cloak, Golden Snitch, Quidditch.","As the Invisibility Cloak slipped off his shoulders, he spotted the glint of the Golden Snitch in the midst of the bustling Quidditch game...",8,ChatGPT-4o,2025/01/20,chatgpt_batch_api
630,"Marauder's Map, Hogwarts, Unseen Path","The old parchment suddenly came alive, revealing the intricate layout of the school and an unseen path leading to...",5,ChatGPT-4o,2025/01/20,chatgpt_batch_api
631,"Dobby, sock","Dobby was overjoyed when he received a single piece of clothing, a...",5,ChatGPT-4o,2025/01/20,chatgpt_batch_api
632,"Hogwarts, Platform, train.",A group of students were eagerly waiting at the platform for the train which would take them back to...,7,ChatGPT-4o,2025/01/20,chatgpt_batch_api
633,"""Dementors"", ""Patronus""","The chilling presence of the dementors was overwhelming but he gathered his courage and with all his might shouted ""Expecto Patronum!"" and then...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
634,"The Sorting Hat, Hogwarts.",The first-year students anxiously awaited their turn as the tattered old hat announced the house they would belong to for the rest of their...,5,ChatGPT-4o,2025/01/20,chatgpt_batch_api
635,"The Sorting Hat, Hogwarts","As the trembling first-year student placed the old, worn hat on his head, it shouted, ""Better be...!""",5,ChatGPT-4o,2025/01/20,chatgpt_batch_api
636,"Quidditch, Snitch, Broom.","During the final seconds of the heated Quidditch match, Harry saw a glimmer of gold near the opposing team's hoops. He kicked his broom into high gear, racing towards the...",8,ChatGPT-4o,2025/01/20,chatgpt_batch_api
637,"Dobby, Sock","Dobby was overjoyed when he received a piece of clothing, his freedom symbol, which was a...",5,ChatGPT-4o,2025/01/20,chatgpt_batch_api
638,"Hagrid, dragon egg, Forbidden Forest.","Hagrid had always a soft spot for dangerous creatures. When he got a mysterious package containing a dragon egg, he decided to hide it in the...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
639,"Sorting hat, house","The enchanted headwear began to sing, declaring that it was time to assign the newcomer to his...",8,ChatGPT-4o,2025/01/20,chatgpt_batch_api
640,"The Sorting Hat, Hogwarts","The magical headwear had a tough decision to make, deliberating where to place the new student within the ancient school...",4,ChatGPT-4o,2025/01/20,chatgpt_batch_api
641,"Quidditch, Golden Snitch.","The final match was at its peak, the crowd was roaring and then the tiny, winged golden ball suddenly appeared...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
642,"Platform Nine and Three Quarters, Hogwarts Express.","As they ran straight towards the barrier between platforms nine and ten, they suddenly found themselves aboard the...",5,ChatGPT-4o,2025/01/20,chatgpt_batch_api
643,"Dementors, Sirius Black, Patronus Charm","When the dementors were closing in, he remembered what he had learnt about the Patronus Charm and, thinking about Sirius, he shouted...",8,ChatGPT-4o,2025/01/20,chatgpt_batch_api
644,"Forbidden Forest, Centaur, Divination.","As he ventured into the depths of the dense forest, he encountered a Centaur who seemed deeply engrossed in the stars, predicting...",5,ChatGPT-4o,2025/01/20,chatgpt_batch_api
645,"Hedwig, Owl Post","It was a normal morning until the fluttering wings announced an arrival. The snowy white bird swooped down gently, dropping a scroll tied to its leg...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
646,"Death Eaters, Forbidden Forest, Patronus","As they moved deeper into the Forbidden Forest, a group of Death Eaters approached. Quickly, they cast their Patronuses which materialized as...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
647,"The Sorting Hat, Hogwarts.","The ancient hat appeared worn and torn, but when placed on the head of a newcomer, it revealed...",5,ChatGPT-4o,2025/01/20,chatgpt_batch_api
648,"Sorting Hat, Hogwarts","The hat sang its song and then shouted ""Gryffindor!"" as it was placed on the first year's head.",5,ChatGPT-4o,2025/01/20,chatgpt_batch_api
649,"""Marauder's Map"", ""Invisibility Cloak"", ""Snape""","Displaying the Marauder's Map, he noticed Snape approaching. Quickly, he draped the Invisibility Cloak over himself...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
650,"Quidditch, Nimbus 2000, Golden Snitch.","During the final match of the season, the seeker was flying on his Nimbus 2000, searching high and low for the elusive...",7,ChatGPT-4o,2025/01/20,chatgpt_batch_api
651,"The Sorting Hat, Hogwarts","During her first year at the magical school, she was nervous as the enchanted hat was placed on her head, whispering...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
652,"Sorting Hat, Hogwarts, Houses","The Sorting Hat was in a dilemma, it couldn't decide whether to place the nervous first-year in...",8,ChatGPT-4o,2025/01/20,chatgpt_batch_api
653,"Dobby, sock.","Dobby was overjoyed when he received a gift from his master, a simple...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
654,"Dementor, Patronus, Chocolate.","A dark figure was closing in fast. In panic, he managed to conjure a silver stag, which drove the figure away. Shivering and exhausted, he unwrapped and bit into his chocolate bar...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
655,"Dementor, chocolate.","After an unpleasant encounter with a dark, hooded creature, a comforting piece of chocolate was given to restore...",4,ChatGPT-4o,2025/01/20,chatgpt_batch_api
656,"The Burrow, Weasley family, Magical clock.","The towering, slightly crooked house known as The Burrow was buzzing with activity. In the living room, the magical clock with numerous hands, each representing a member, suddenly indicated that all the Weasleys were in...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
657,"The Whomping Willow, Flying Ford Anglia, Hogwarts.","After a wild ride, they crash-landed into a violent tree, setting the stage for a rather unusual entry into...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
658,"Moaning Myrtle, bathroom.","While minding her own business in the second-floor bathroom, Myrtle suddenly started to wail due to an unexpected occurrence...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
659,"Sorting Hat, Hogwarts","Upon placing the old, tattered hat onto his head, the tension in the room grew. The hat was taking its time and then it finally declared, ""...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
660,"The Sorting Hat, Hogwarts houses","As the old and worn hat was placed upon the anxious student's head, it paused for a moment before finally declaring...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
661,"Forbidden Forest, centaur.","As they ventured deeper into the dense, ominous woodland, they came across an imposing creature, half-man and half-horse...",5,ChatGPT-4o,2025/01/20,chatgpt_batch_api
662,"Golden Snitch, Quidditch, broom.","During the decisive match, the Golden Snitch zipped across the field, evading all seekers until suddenly, it darted towards the edge of the pitch, just within reach of a speeding broom...",8,ChatGPT-4o,2025/01/20,chatgpt_batch_api
663,"Invisibility cloak, Marauder's Map, Moony.","After donning the cloak of invisibility, he carefully unfolded the parchment, whispering, ""I solemnly swear that I am up to no good."" Unfamiliar footsteps were approaching, and he guessed it was...",8,ChatGPT-4o,2025/01/20,chatgpt_batch_api
664,"Sorting Hat, Great Hall, First years","As the first years nervously awaited in the Great Hall, the age-old artifact was once again ready to determine their destinies...",8,ChatGPT-4o,2025/01/20,chatgpt_batch_api
665,"Dobby, sock, freedom.","Dobby's eyes lit up with joy as he held the gift in his hands. It was a simple item but for him, it meant...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
666,"Gringotts, Goblin, Dragon","At Gringotts, they came across a Goblin who reluctantly agreed to help them, but first they had to deal with a...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
667,"Hogwarts Express, platform 9 3/4","At the end of summer, they received a letter telling them to board the train from platform...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
668,"Dementors, Patronus.","The dark, hooded figures closed in, their chilling presence draining all warmth and happiness. With a determined face, he stepped forward, raising his wand to cast the one spell that could fend them off, ""Expecto...""",5,ChatGPT-4o,2025/01/20,chatgpt_batch_api
669,"The Sorting Hat, Hogwarts Houses.","The old hat murmured a few seconds before it announced, ""You shall be in...""",5,ChatGPT-4o,2025/01/20,chatgpt_batch_api
670,"Three-headed dog, forbidden corridor","The three-headed dog was fiercely guarding something in the forbidden corridor, its growls echoing across the dark pathway. What it was protecting was...",5,ChatGPT-4o,2025/01/20,chatgpt_batch_api
671,"The Sorting Hat, Hogwarts.","During the first year, the Sorting Hat deliberated for a while before finally placing her in ...",8,ChatGPT-4o,2025/01/20,chatgpt_batch_api
672,"The Sorting Hat, Hogwarts Houses.","The old and tattered hat once again had the daunting task of deciding where the new students would best fit, would it be bravery and chivalry, wisdom and learning, ambition and cunning, or loyalty and hard work...",8,ChatGPT-4o,2025/01/20,chatgpt_batch_api
673,"Sorting Hat, Great Hall","As the frayed, patched hat was placed on her head, she could hear it mumbling something. The whole Great Hall held its breath waiting to hear where she would...",8,ChatGPT-4o,2025/01/20,chatgpt_batch_api
674,"Hogwarts, Platform 9 3/4, Boy who lived.","The boy who lived was on his way to Hogwarts for the first time, waiting with anticipation at Platform 9 3/4 as the train...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
675,"Quidditch, broom, Golden Snitch.","On a gusty afternoon, the match was in full swing. James was zooming around on his broom, his eyes focused on the glint of gold fluttering near the goalpost. Just as he stretched out to grab...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
676,"Sorting Hat', 'Gryffindor House'.",The hat paused for a moment before finally shouting aloud the name of the house...,6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
677,"The Burrow, Christmas","Everyone was gathered around the table, enjoying a hearty meal, as the snow fell gently outside the Burrow. It was yet another magical...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
678,"Platform 9¾, Hogwarts Express, trolley","She pushed her trolley with determination toward Platform 9¾, hoping to catch the Hogwarts Express in time, when suddenly...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
679,"Hogwarts Express', 'chocolate frogs'","On a journey aboard the Hogwarts Express, he eagerly opened his pack of chocolate frogs, only to find...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
680,"Gryffindor, Slytherin, Quidditch","The match was intense between Gryffindor and Slytherin, with the golden snitch still unseen, suddenly...",8,ChatGPT-4o,2025/01/20,chatgpt_batch_api
681,"The Sorting Hat, Hogwarts Houses.","""The old hat had seen better days. It looked tattered and torn, but it had a very important task. It had to decide whether the anxious first-year students would be best suited to be in Gryffindor, Hufflepuff, Ravenclaw or...""",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
682,"Hogwarts Express, Platform 9¾, Trolley Witch.","The boy quickly ran through the barrier to find the scarlet train. As he climbed aboard, the Trolley Witch greeted him with...",5,ChatGPT-4o,2025/01/20,chatgpt_batch_api
683,"The Sorting Hat, Hogwarts, Houses.","The Sorting Hat was in a conundrum, unable to decide to which of the Houses it should allocate the nervous first-year standing beneath it...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
684,"Dobby, sock","Dobby held the small piece of fabric in his hand, a faint smile crossing his face as he realized...",5,ChatGPT-4o,2025/01/20,chatgpt_batch_api
685,"Sorting Hat, Hogwarts",The old hat had seen better days but its wisdom was crucial in determining the house of every newcomer in...,8,ChatGPT-4o,2025/01/20,chatgpt_batch_api
686,"Potion, Snape, classroom.","As the dark, complex mixture bubbled ominously in the cauldron, Snape prowled around the classroom, his robe billowing behind him...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
687,"The sorting hat, Hogwarts.","The old hat had seen better days. Upon placing it on his head, it told him his destiny was to be at...",5,ChatGPT-4o,2025/01/20,chatgpt_batch_api
688,"The Sorting Hat, Hogwarts","The old hat was placed on their heads and one by one, it decided where they would best fit...",8,ChatGPT-4o,2025/01/20,chatgpt_batch_api
689,"Quidditch, broom, Golden Snitch.","During the final minutes of the Quidditch match, he skillfully maneuvered his broom, sharply turning left, his eyes focused on the elusive...",8,ChatGPT-4o,2025/01/20,chatgpt_batch_api
690,"The Boy Who Lived, Platform 9 ¾.","As everyone stared at him, the Boy Who Lived started his journey towards the mystical Platform 9 ¾...",5,ChatGPT-4o,2025/01/20,chatgpt_batch_api
691,"The Sorting Hat, Hogwarts Houses",The hat twitched slightly before finally yelling out the name of the house where the new first-year would reside...,8,ChatGPT-4o,2025/01/20,chatgpt_batch_api
692,"Quidditch, Golden Snitch","The game was intense, with both teams playing aggressively. Suddenly, there was a glint of gold. Off in the distance, the...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
693,"The Whomping Willow, Flying Ford Anglia.","After a close encounter with the Whomping Willow, they glanced at the battered Flying Ford Anglia and wondered how to make it...",5,ChatGPT-4o,2025/01/20,chatgpt_batch_api
694,"The Sorting Hat, Hogwarts Houses","On her first day, she was nervous as the old hat was placed on her head. To her relief, it shouted out...",8,ChatGPT-4o,2025/01/20,chatgpt_batch_api
695,"Sirius Black, Azkaban, Dementors","After years of confinement in Azkaban, Sirius Black felt a deep chill every time he encountered...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
696,"Moving staircases, Sorting Hat.",The moving staircases led him to a room where he found a hat that started to speak and told him that he belonged to...,4,ChatGPT-4o,2025/01/20,chatgpt_batch_api
697,"The Sorting Hat, Hogwarts Houses",The hat hesitated for a moment before finally shouting out the name of the house...,6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
698,"Dobby, Socks",Dobby had a peculiar fascination with something as ordinary as...,5,ChatGPT-4o,2025/01/20,chatgpt_batch_api
699,"Muggle, Hogwarts Express, Platform 9¾.","Being a muggle, he had always thought trains departed from conventional platforms until he saw the Hogwarts Express vanish from Platform...",5,ChatGPT-4o,2025/01/20,chatgpt_batch_api
700,"The Sorting Hat, Hogwarts","Being placed on the head of a first-year student, the old, worn hat began to sing its song, determining the house in which the new student would belong...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
701,"Sorting Hat, Hogwarts, First-year students",The sorting hat was about to make its choice for the nervous first-year standing in front of the entire school; the choice that would determine where they spent the rest of their...,8,ChatGPT-4o,2025/01/20,chatgpt_batch_api
702,"Sorting Hat, Hogwarts","The old hat had just finished its song, and now it was time to decide who would go where in...",5,ChatGPT-4o,2025/01/20,chatgpt_batch_api
703,"Three-headed dog, trapdoor.","They nervously approached the hulking, three-headed beast, guarding the trapdoor with a ferocious growl.",5,ChatGPT-4o,2025/01/20,chatgpt_batch_api
704,"Dementors, Expecto Patronum.","In the midst of darkness, a chilling presence was felt approaching. Gathering his courage, he pointed his wand and cried out, ""Expecto Patronum!"", and then...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
705,"Basilisk, Chamber of Secrets, Parseltongue","The giant serpent slithered out from the hidden depths, its gaze could petrify anyone. It was the language of snakes that could control it...",5,ChatGPT-4o,2025/01/20,chatgpt_batch_api
706,"Dobby, Sock","Dobby, the house-elf, could not contain his happiness when he received a...",5,ChatGPT-4o,2025/01/20,chatgpt_batch_api
707,"Forbidden Forest, centaurs.","As they trespassed into the dark woods, they were suddenly surrounded by a group of half-humans, half-horses that seemed to be knowledgeable about the stars...",5,ChatGPT-4o,2025/01/20,chatgpt_batch_api
708,"Sorting Hat, first year students","The first year students gathered nervously in the Great Hall, waiting their turn to be called up to the front where a tattered old hat would decide their...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
709,"Marauder's Map, Hogwarts.","When the moonlight hit the piece of parchment, it transformed into a detailed layout of...",4,ChatGPT-4o,2025/01/20,chatgpt_batch_api
710,"Quidditch, Muggle.","He was explaining to his muggle friend the thrill of flying on a broom, dodging bludgers and chasing the golden...",5,ChatGPT-4o,2025/01/20,chatgpt_batch_api
711,"Hedwig, Hogwarts Express","As Hedwig soared above the bustling crowd, a red steam engine whistled, signaling its readiness to depart...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
712,"The Sorting Hat, Potions Class.","The hat shouted out a house name and immediately the table on the left erupted in cheer. Later during the first Potions class, the professor made a rather snide remark...",5,ChatGPT-4o,2025/01/20,chatgpt_batch_api
713,"Hogwarts, Sorting Hat, courage.","At the Hogwarts School of Witchcraft and Wizardry, a special hat was placed on every new student's head to determine which house they would join. If the hat detected a strong sense of bravery, it would...",8,ChatGPT-4o,2025/01/20,chatgpt_batch_api
714,"Hogwarts, Sorting Hat, Slytherin.","After being called upon by the Sorting Hat, the young wizard apprehensively approached, worried they might end up in...",8,ChatGPT-4o,2025/01/20,chatgpt_batch_api
715,"Mirror of Erised', 'Desire'","He stood before the mirror, his eyes reflecting an image that his heart desired the most. What he saw was...",5,ChatGPT-4o,2025/01/20,chatgpt_batch_api
716,"Quidditch, Golden Snitch, broom.","During the heat of the Quidditch match, the small, fast, golden ball known as the Golden Snitch unexpectedly darted towards the stands, causing everyone to hold their breath as the Seeker on the broom sped after...",8,ChatGPT-4o,2025/01/20,chatgpt_batch_api
717,"The Sorting Hat, Hogwarts, Houses.","The old hat had been placed on their heads, whispering into their ears, and subsequently decided which of the four houses they belonged to...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
718,"Sorting Hat, First year.","During his first year at the magical school, he was extremely nervous when the old, sentient hat was placed on his head, as it would determine...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
719,"Polyjuice potion, Chamber of Secrets.","They had to prepare the Polyjuice potion carefully, knowing that one mistake could prevent them from discovering the secrets of the hidden chamber...",5,ChatGPT-4o,2025/01/20,chatgpt_batch_api
720,"Golden Snitch, Quidditch, broom","In the middle of the game, he spotted the tiny, golden object darting around. He immediately kicked off from the ground on his broom, launching himself after...",8,ChatGPT-4o,2025/01/20,chatgpt_batch_api
721,"Diagon Alley, wand shop, Ollivander.","In Diagon Alley, a young boy stepped into a peculiar shop filled with narrow boxes; each containing a unique piece of magic, waiting for its proper owner...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
722,"The Burrow', 'Mrs. Weasley'","A loud, warm and chaotic household, she was forever bustling around, folding clothes, cooking meals and yelling at her mischievous sons...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
723,"The Sorting Hat, Hogwarts Houses.",The magical hat had barely touched his head when it immediately shouted...,8,ChatGPT-4o,2025/01/20,chatgpt_batch_api
724,"Quidditch, Golden Snitch, Broom","During the final moments of the Quidditch match, he saw the glint of the golden object and without a second thought, sped off on his broom towards...",8,ChatGPT-4o,2025/01/20,chatgpt_batch_api
725,"Quidditch, Hogwarts, house elf","As the Quidditch match went on full swing in the backdrop of Hogwarts, a house elf quietly went about his duties in the kitchen, hoping for...",,ChatGPT-4o,2025/01/20,chatgpt_batch_api
726,"Polyjuice Potion, Bathroom, Moaning Myrtle.","They found the recipe for the Polyjuice Potion in a restricted book, but brewing it secretly in the bathroom was a challenge, especially with Moaning Myrtle always...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
727,"Quidditch, Nimbus 2000, Gryffindor.","The match was intense, and everyone was cheering. The Gryffindor seeker swooped down swiftly on his Nimbus 2000 and nearly caught...",8,ChatGPT-4o,2025/01/20,chatgpt_batch_api
728,"Marauder's Map, Hogwarts.","As the intricate lines of ink shifted and moved on the parchment, the secret passages and moving staircases of the great castle were revealed...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
729,"Snape, Potions, Slytherin","He stood at the front of the classroom, his black robe swirling around him as he turned to write on the blackboard. ""Class,"" he said, his voice low and menacing, ""today we will be brewing a potion that requires precise measurements and complete attention...""",8,ChatGPT-4o,2025/01/20,chatgpt_batch_api
730,"Snitch, Quidditch field, broom.","During a tense moment on the Quidditch field, a flash of gold zoomed past, catching everyone's attention...",8,ChatGPT-4o,2025/01/20,chatgpt_batch_api
731,"The Burrow, Weasley family, flying car.","The place was always alive with activity, with people coming and going, and a peculiar blue vehicle seen soaring in the sky on more than one occasion.",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
732,"Dobby, sock, freedom","Dobby was overjoyed when he received a single sock, as it meant...",3,ChatGPT-4o,2025/01/20,chatgpt_batch_api
733,"Hagrid, pink umbrella.","Hagrid walked towards the forest, holding a seemingly ordinary pink umbrella which held...",5,ChatGPT-4o,2025/01/20,chatgpt_batch_api
734,"Sorting Hat, Great Hall.","The first years lined up in the Great Hall, watching nervously as one by one, they were called up to wear the old patched hat that would decide their fate for the next seven years.",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
735,"The Triwizard Tournament, Golden egg.","During the second task of the Triwizard tournament, he surfaced from the Black Lake holding a golden egg that began to...",5,ChatGPT-4o,2025/01/20,chatgpt_batch_api
736,"Forbidden Forest, centaur, divination.","Deep in the Forbidden Forest, a centaur was gazing at the stars, his divination revealing that the future held...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
737,"The Sorting Hat, Gryffindor","The old hat sat over the boy's eyes, and then in a deep voice, it announced him to be a member of...",7,ChatGPT-4o,2025/01/20,chatgpt_batch_api
738,"Hogwarts, Sorting Hat.","The first years gathered in the Great Hall, nervously awaiting their turn to wear the ancient...",8,ChatGPT-4o,2025/01/20,chatgpt_batch_api
739,"Dementors, Patronus.","A cold chill filled the room as the Dementor approached, with a desperate attempt he raised his wand and tried to conjure the spell he had practiced so many times, ""Expecto...""",7,ChatGPT-4o,2025/01/20,chatgpt_batch_api
740,"Dementor, Azkaban, Patronus.","The chilling presence of the creature from Azkaban loomed closer, it was time to conjure the only defense...",8,ChatGPT-4o,2025/01/20,chatgpt_batch_api
741,"The Sorting Hat, Houses, Hogwarts","The enchanted hat was placed on the nervous new student's head, after a moment of silence, it announced he would be best suited for...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
742,"Hogwarts, Sorting Hat, Gryffindor.","The castle was filled with anticipation as the new students lined up to try on the old, tattered hat which eventually sang out loud, ""...Gryffindor!""",8,ChatGPT-4o,2025/01/20,chatgpt_batch_api
743,"Hogwarts, sorting hat, nervous first year student.","The climb to the grand old school was long and winding, and the nervous first year student could hear their own heart pounding as they awaited their turn with the sorting hat.",8,ChatGPT-4o,2025/01/20,chatgpt_batch_api
744,"Luna Lovegood, Thestrals, Hogwarts","Luna was the only other student who could see the strange, skeletal creatures as they pulled the school carriages...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
745,"Gringotts, dragon, break-in","The last security measure at Gringotts was a gigantic, half-blind dragon. It was not prepared for the surprise break-in that...",4,ChatGPT-4o,2025/01/20,chatgpt_batch_api
746,"Dobby, sock.","The moment his eyes fell on the single sock, Dobby understood that he was finally...",8,ChatGPT-4o,2025/01/20,chatgpt_batch_api
747,"The Sorting Hat, Hogwarts, first year.","The first year students entered the Great Hall, anxiously waiting for their turn to wear the enchanted hat that would decide...",8,ChatGPT-4o,2025/01/20,chatgpt_batch_api
748,"Hogwarts Express, Platform 9 3/4, Muggle","She looked around anxiously at King's Cross station, wondering how she was going to find her way to Platform 9 3/4 and catch the Hogwarts Express without alarming the Muggles around her...",5,ChatGPT-4o,2025/01/20,chatgpt_batch_api
749,"Snape, Potions class, draught of the living death.","In Potions class, Snape instructed the students to carefully add the Sopophorous bean juice into their cauldrons to brew the...",7,ChatGPT-4o,2025/01/20,chatgpt_batch_api
750,"Quidditch, Golden Snitch","During a high stakes Quidditch match, the Seeker’s fingers were inches away from catching the elusive...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
751,"The Marauder's Map, Invisibility Cloak.","Not leaving anything to chance, he pulled out the old parchment and whispered, ""I solemnly swear that I am up to no good"", then draped the shimmering fabric over himself and stepped into the night...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
752,"Hogwarts, Sorting Hat, Houses","The first years lined up in the Great Hall, waiting their turn to wear the ancient artifact which would decide their destiny for the next seven years...",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
753,"The Sorting Hat, four Hogwarts houses, first year students.","The first year students gathered in the Great Hall, each waiting for their turn to wear the ancient hat and learn where their journey would begin - Gryffindor, Hufflepuff, Ravenclaw or...",8,ChatGPT-4o,2025/01/20,chatgpt_batch_api
754,"Marauder's Map, Invisibility Cloak, Hogwarts.","The ancient parchment was more than just a map, and with the help of a nearly transparent fabric, even the winding halls of a magical school became easy to navigate.",6,ChatGPT-4o,2025/01/20,chatgpt_batch_api
